Year,LocationAbbr,LocationDesc,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Topic,Data_Value_Unit,Data_Value,LowConfidenceLimit,HighConfidenceLimit,Break_Out_Category,Break_Out,TopicId,BreakOutCategoryId,BreakOutId
2011,MT,Montana,None,None,None,None,Coronary Heart Disease,Percent (%),5.2,5,5.5,Overall,Overall,T4,BOC01,OVR01
2008,RI,Rhode Island,None,None,None,None,Coronary Heart Disease,Percent (%),6.7,6.2,7.2,Age,65+,T4,BOC03,AGE06
2011,AR,Arkansas,None,None,None,None,Coronary Heart Disease,Percent (%),7,6.9,7.2,Overall,Overall,T4,BOC01,OVR01
2007,ID,Idaho,None,None,None,None,Coronary Heart Disease,Percent (%),2,0.1,4,Race,Hispanic,T4,BOC04,RAC04
2011,ME,Maine,None,None,None,None,Coronary Heart Disease,Percent (%),6.3,6,6.6,Age,75+,T4,BOC03,AGE08
2007,MO,Missouri,None,None,None,None,Coronary Heart Disease,Percent (%),4.4,4.1,4.7,Race,Non-Hispanic Black,T4,BOC04,RAC02
2011,MN,Minnesota,None,None,None,None,Coronary Heart Disease,Percent (%),5.7,5.6,5.8,Race,Non-Hispanic White,T4,BOC04,RAC01
2009,LA,Louisiana,None,None,None,None,Coronary Heart Disease,Percent (%),6.2,6,6.3,Race,Non-Hispanic White,T4,BOC04,RAC01
2011,DC,"Washington, DC",None,None,None,None,Coronary Heart Disease,Percent (%),4.2,1.8,6.6,Race,Other,T4,BOC04,RAC07
2011,HI,Hawaii,None,None,None,None,Coronary Heart Disease,Percent (%),7.5,7,8,Age,65+,T4,BOC03,AGE06
2008,MI,Michigan,None,None,None,None,Coronary Heart Disease,Percent (%),6.2,6.1,6.3,Age,75+,T4,BOC03,AGE08
2010,IL,Illinois,None,None,None,None,Coronary Heart Disease,Percent (%),6.2,5.7,6.7,Race,Other,T4,BOC04,RAC07
2011,NM,New Mexico,None,None,None,None,Coronary Heart Disease,Percent (%),7.3,7,7.7,Gender,Male,T4,BOC02,GEN01
2010,NY,New York,None,None,None,None,Coronary Heart Disease,Percent (%),6.2,5.9,6.5,Race,Hispanic,T4,BOC04,RAC04
2009,VT,Vermont,None,None,None,None,Coronary Heart Disease,Percent (%),7.4,7,7.8,Race,Non-Hispanic White,T4,BOC04,RAC01
2010,VT,Vermont,None,None,None,None,Coronary Heart Disease,Percent (%),7.4,0.4,14.4,Race,Non-Hispanic Black,T4,BOC04,RAC02
2010,VA,Virginia,None,None,None,None,Coronary Heart Disease,Percent (%),4.1,4,4.2,Gender,Female,T4,BOC02,GEN02
2011,MN,Minnesota,None,None,None,None,Coronary Heart Disease,Percent (%),5.7,5.6,5.8,Overall,Overall,T4,BOC01,OVR01
2007,IA,Iowa,None,None,None,None,Coronary Heart Disease,Percent (%),9.5,7.4,11.6,Race,Other,T4,BOC04,RAC07
2008,VT,Vermont,None,None,None,None,Coronary Heart Disease,Percent (%),22.2,3,41.4,Race,Hispanic,T4,BOC04,RAC04
2011,SC,South Carolina,None,None,None,None,Coronary Heart Disease,Percent (%),6.4,4.9,7.9,Race,Other,T4,BOC04,RAC07
2008,AL,Alabama,None,None,None,None,Coronary Heart Disease,Percent (%),5.7,5.5,5.8,Age,75+,T4,BOC03,AGE08
2008,IA,Iowa,None,None,None,None,Coronary Heart Disease,Percent (%),10.3,10,10.5,Gender,Male,T4,BOC02,GEN01
2008,MT,Montana,None,None,None,None,Coronary Heart Disease,Percent (%),5.2,4.9,5.5,Age,75+,T4,BOC03,AGE08
2010,WY,Wyoming,None,None,None,None,Coronary Heart Disease,Percent (%),5.7,5.3,6.1,Race,Non-Hispanic White,T4,BOC04,RAC01
2010,FL,Florida,None,None,None,None,Coronary Heart Disease,Percent (%),6.4,6,6.9,Race,Other,T4,BOC04,RAC07
2010,OH,Ohio,None,None,None,None,Coronary Heart Disease,Percent (%),6.7,5.8,7.5,Race,Other,T4,BOC04,RAC07
2010,MS,Mississippi,None,None,None,None,Coronary Heart Disease,Percent (%),6.1,6,6.3,Race,Non-Hispanic White,T4,BOC04,RAC01
2007,MT,Montana,None,None,None,None,Coronary Heart Disease,Percent (%),4.5,4.2,4.8,Gender,Female,T4,BOC02,GEN02
2010,AR,Arkansas,None,None,None,None,Coronary Heart Disease,Percent (%),5.5,5.3,5.7,Gender,Female,T4,BOC02,GEN02
2010,IN,Indiana,None,None,None,None,Coronary Heart Disease,Percent (%),5.4,5.3,5.5,Age,75+,T4,BOC03,AGE08
2007,ME,Maine,None,None,None,None,Coronary Heart Disease,Percent (%),7.6,7.3,7.9,Age,75+,T4,BOC03,AGE08
2011,FL,Florida,None,None,None,None,Coronary Heart Disease,Percent (%),4.8,4.7,4.9,Age,75+,T4,BOC03,AGE08
2007,MO,Missouri,None,None,None,None,Coronary Heart Disease,Percent (%),7.3,7.2,7.4,Race,Non-Hispanic White,T4,BOC04,RAC01
2007,WI,Wisconsin,None,None,None,None,Coronary Heart Disease,Percent (%),8.8,8.6,9.1,Age,65+,T4,BOC03,AGE06
2007,OR,Oregon,None,None,None,None,Coronary Heart Disease,Percent (%),3.8,2.2,5.4,Race,Non-Hispanic Black,T4,BOC04,RAC02
2011,MS,Mississippi,None,None,None,None,Coronary Heart Disease,Percent (%),6.6,6.4,6.8,Age,65+,T4,BOC03,AGE06
2010,AK,Alaska,None,None,None,None,Coronary Heart Disease,Percent (%),6.4,5.9,7,Race,Non-Hispanic White,T4,BOC04,RAC01
2007,MN,Minnesota,None,None,None,None,Coronary Heart Disease,Percent (%),6.8,6.6,6.9,Overall,Overall,T4,BOC01,OVR01
2007,PA,Pennsylvania,None,None,None,None,Coronary Heart Disease,Percent (%),5.8,5.8,5.9,Age,75+,T4,BOC03,AGE08
2009,SC,South Carolina,None,None,None,None,Coronary Heart Disease,Percent (%),5.9,2.8,8.9,Race,Hispanic,T4,BOC04,RAC04
2008,WA,Washington,None,None,None,None,Coronary Heart Disease,Percent (%),4.6,4.4,4.7,Gender,Female,T4,BOC02,GEN02
2007,HI,Hawaii,None,None,None,None,Coronary Heart Disease,Percent (%),8.1,7.4,8.8,Race,Non-Hispanic White,T4,BOC04,RAC01
2011,WA,Washington,None,None,None,None,Coronary Heart Disease,Percent (%),4.8,4.3,5.2,Race,Other,T4,BOC04,RAC07
2011,CA,California,None,None,None,None,Coronary Heart Disease,Percent (%),4.4,4.2,4.6,Race,Non-Hispanic Black,T4,BOC04,RAC02
2009,NE,Nebraska,None,None,None,None,Coronary Heart Disease,Percent (%),7,5.1,8.9,Race,Other,T4,BOC04,RAC07
2009,HI,Hawaii,None,None,None,None,Coronary Heart Disease,Percent (%),6.1,5.7,6.5,Age,75+,T4,BOC03,AGE08
2009,VT,Vermont,None,None,None,None,Coronary Heart Disease,Percent (%),7.4,7,7.8,Overall,Overall,T4,BOC01,OVR01
2007,SC,South Carolina,None,None,None,None,Coronary Heart Disease,Percent (%),7.9,6.3,9.6,Race,Other,T4,BOC04,RAC07
2008,NH,New Hampshire,None,None,None,None,Coronary Heart Disease,Percent (%),6.5,6.2,6.7,Race,Non-Hispanic White,T4,BOC04,RAC01
2011,AL,Alabama,None,None,None,None,Coronary Heart Disease,Percent (%),5.3,1.7,8.9,Race,Hispanic,T4,BOC04,RAC04
2007,US,United States,None,None,None,None,Coronary Heart Disease,Percent (%),5.5,5.4,5.5,Gender,Female,T4,BOC02,GEN02
2011,WV,West Virginia,None,None,None,None,Coronary Heart Disease,Percent (%),6.1,5.9,6.3,Age,75+,T4,BOC03,AGE08
2008,WV,West Virginia,None,None,None,None,Coronary Heart Disease,Percent (%),6.2,5.1,7.2,Race,Non-Hispanic Black,T4,BOC04,RAC02
2007,ND,North Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),11.2,10.6,11.8,Gender,Male,T4,BOC02,GEN01
2011,NJ,New Jersey,None,None,None,None,Coronary Heart Disease,Percent (%),7.3,7.1,7.4,Gender,Male,T4,BOC02,GEN01
2008,IA,Iowa,None,None,None,None,Coronary Heart Disease,Percent (%),5.1,4,6.3,Race,Non-Hispanic Black,T4,BOC04,RAC02
2007,VT,Vermont,None,None,None,None,Coronary Heart Disease,Percent (%),8,0,18.6,Race,Hispanic,T4,BOC04,RAC04
2010,TX,Texas,None,None,None,None,Coronary Heart Disease,Percent (%),4.5,4.5,4.6,Age,75+,T4,BOC03,AGE08
2009,FL,Florida,None,None,None,None,Coronary Heart Disease,Percent (%),6.1,6,6.2,Race,Non-Hispanic White,T4,BOC04,RAC01
2008,ME,Maine,None,None,None,None,Coronary Heart Disease,Percent (%),9.1,8.7,9.5,Age,65+,T4,BOC03,AGE06
2010,NV,Nevada,None,None,None,None,Coronary Heart Disease,Percent (%),6.2,4.9,7.4,Race,Hispanic,T4,BOC04,RAC04
2008,NY,New York,None,None,None,None,Coronary Heart Disease,Percent (%),5.3,5.2,5.3,Gender,Female,T4,BOC02,GEN02
2011,NM,New Mexico,None,None,None,None,Coronary Heart Disease,Percent (%),5.6,4,7.1,Race,Non-Hispanic Black,T4,BOC04,RAC02
2008,UT,Utah,None,None,None,None,Coronary Heart Disease,Percent (%),3.8,3.5,4.1,Gender,Female,T4,BOC02,GEN02
2010,VT,Vermont,None,None,None,None,Coronary Heart Disease,Percent (%),7.9,7.3,8.6,Age,65+,T4,BOC03,AGE06
2011,DC,"Washington, DC",None,None,None,None,Coronary Heart Disease,Percent (%),3,2.7,3.4,Gender,Female,T4,BOC02,GEN02
2009,MS,Mississippi,None,None,None,None,Coronary Heart Disease,Percent (%),7.3,7.1,7.6,Age,65+,T4,BOC03,AGE06
2011,NC,North Carolina,None,None,None,None,Coronary Heart Disease,Percent (%),6.2,4.5,7.9,Race,Hispanic,T4,BOC04,RAC04
2009,OR,Oregon,None,None,None,None,Coronary Heart Disease,Percent (%),4.6,4.3,4.8,Gender,Female,T4,BOC02,GEN02
2009,WY,Wyoming,None,None,None,None,Coronary Heart Disease,Percent (%),6.3,5.9,6.7,Overall,Overall,T4,BOC01,OVR01
2008,AR,Arkansas,None,None,None,None,Coronary Heart Disease,Percent (%),6.4,6.2,6.5,Age,75+,T4,BOC03,AGE08
2009,MI,Michigan,None,None,None,None,Coronary Heart Disease,Percent (%),5.2,5.2,5.3,Gender,Female,T4,BOC02,GEN02
2010,LA,Louisiana,None,None,None,None,Coronary Heart Disease,Percent (%),5.3,5.2,5.4,Overall,Overall,T4,BOC01,OVR01
2008,MA,Massachusetts,None,None,None,None,Coronary Heart Disease,Percent (%),4.2,4.1,4.3,Gender,Female,T4,BOC02,GEN02
2009,MT,Montana,None,None,None,None,Coronary Heart Disease,Percent (%),3.8,3.5,4.2,Gender,Female,T4,BOC02,GEN02
2009,RI,Rhode Island,None,None,None,None,Coronary Heart Disease,Percent (%),6.3,5.9,6.7,Gender,Male,T4,BOC02,GEN01
2008,ND,North Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),11.1,10.5,11.7,Gender,Male,T4,BOC02,GEN01
2010,RI,Rhode Island,None,None,None,None,Coronary Heart Disease,Percent (%),4.9,3.2,6.7,Race,Other,T4,BOC04,RAC07
2011,OH,Ohio,None,None,None,None,Coronary Heart Disease,Percent (%),4.2,4.1,4.2,Gender,Female,T4,BOC02,GEN02
2010,MN,Minnesota,None,None,None,None,Coronary Heart Disease,Percent (%),5.6,5.4,5.7,Age,75+,T4,BOC03,AGE08
2011,WI,Wisconsin,None,None,None,None,Coronary Heart Disease,Percent (%),5.7,4.8,6.6,Race,Other,T4,BOC04,RAC07
2009,MA,Massachusetts,None,None,None,None,Coronary Heart Disease,Percent (%),3.9,3.8,4,Gender,Female,T4,BOC02,GEN02
2011,IL,Illinois,None,None,None,None,Coronary Heart Disease,Percent (%),3.9,3.8,4.1,Race,Non-Hispanic Black,T4,BOC04,RAC02
2009,OK,Oklahoma,None,None,None,None,Coronary Heart Disease,Percent (%),7.2,6.7,7.6,Race,Other,T4,BOC04,RAC07
2011,VA,Virginia,None,None,None,None,Coronary Heart Disease,Percent (%),5.8,5.7,6,Age,65+,T4,BOC03,AGE06
2010,ND,North Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),3,0,8.9,Race,Non-Hispanic Black,T4,BOC04,RAC02
2008,LA,Louisiana,None,None,None,None,Coronary Heart Disease,Percent (%),8.5,8.3,8.8,Gender,Male,T4,BOC02,GEN01
2009,IL,Illinois,None,None,None,None,Coronary Heart Disease,Percent (%),7,6.9,7.1,Gender,Male,T4,BOC02,GEN01
2009,PA,Pennsylvania,None,None,None,None,Coronary Heart Disease,Percent (%),6,5.3,6.7,Race,Other,T4,BOC04,RAC07
2008,VT,Vermont,None,None,None,None,Coronary Heart Disease,Percent (%),11.1,10.4,11.8,Gender,Male,T4,BOC02,GEN01
2008,WA,Washington,None,None,None,None,Coronary Heart Disease,Percent (%),5.6,5.5,5.8,Age,75+,T4,BOC03,AGE08
2008,MS,Mississippi,None,None,None,None,Coronary Heart Disease,Percent (%),8.3,8.1,8.6,Age,65+,T4,BOC03,AGE06
2011,MS,Mississippi,None,None,None,None,Coronary Heart Disease,Percent (%),6.2,4.5,7.9,Race,Other,T4,BOC04,RAC07
2008,NY,New York,None,None,None,None,Coronary Heart Disease,Percent (%),6.7,6.3,7,Race,Hispanic,T4,BOC04,RAC04
2008,RI,Rhode Island,None,None,None,None,Coronary Heart Disease,Percent (%),5.4,5.2,5.7,Overall,Overall,T4,BOC01,OVR01
2009,CO,Colorado,None,None,None,None,Coronary Heart Disease,Percent (%),4.9,3.8,6,Race,Other,T4,BOC04,RAC07
2010,WA,Washington,None,None,None,None,Coronary Heart Disease,Percent (%),5.2,5.1,5.3,Race,Non-Hispanic White,T4,BOC04,RAC01
2009,GA,Georgia,None,None,None,None,Coronary Heart Disease,Percent (%),8.2,8,8.3,Gender,Male,T4,BOC02,GEN01
2011,PA,Pennsylvania,None,None,None,None,Coronary Heart Disease,Percent (%),4.8,4,5.6,Race,Hispanic,T4,BOC04,RAC04
2011,SD,South Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),7.3,6.8,7.8,Age,65+,T4,BOC03,AGE06
2009,DE,Delaware,None,None,None,None,Coronary Heart Disease,Percent (%),8,5.7,10.4,Race,Other,T4,BOC04,RAC07
2009,WI,Wisconsin,None,None,None,None,Coronary Heart Disease,Percent (%),7.4,7.2,7.6,Gender,Male,T4,BOC02,GEN01
2011,IN,Indiana,None,None,None,None,Coronary Heart Disease,Percent (%),6,4.9,7.1,Race,Other,T4,BOC04,RAC07
2007,UT,Utah,None,None,None,None,Coronary Heart Disease,Percent (%),8.1,7.7,8.5,Age,65+,T4,BOC03,AGE06
2009,NC,North Carolina,None,None,None,None,Coronary Heart Disease,Percent (%),7,6.9,7.2,Age,65+,T4,BOC03,AGE06
2010,PA,Pennsylvania,None,None,None,None,Coronary Heart Disease,Percent (%),4.4,4.3,4.5,Gender,Female,T4,BOC02,GEN02
2008,CO,Colorado,None,None,None,None,Coronary Heart Disease,Percent (%),4.9,4.8,5.1,Overall,Overall,T4,BOC01,OVR01
2011,MO,Missouri,None,None,None,None,Coronary Heart Disease,Percent (%),4.9,4.7,5,Age,75+,T4,BOC03,AGE08
2009,IN,Indiana,None,None,None,None,Coronary Heart Disease,Percent (%),5.6,5.4,5.7,Age,75+,T4,BOC03,AGE08
2008,TN,Tennessee,None,None,None,None,Coronary Heart Disease,Percent (%),6.6,6.5,6.7,Race,Non-Hispanic White,T4,BOC04,RAC01
2010,WA,Washington,None,None,None,None,Coronary Heart Disease,Percent (%),5.2,5.1,5.3,Overall,Overall,T4,BOC01,OVR01
2010,MI,Michigan,None,None,None,None,Coronary Heart Disease,Percent (%),7.1,6.4,7.7,Race,Other,T4,BOC04,RAC07
2009,VA,Virginia,None,None,None,None,Coronary Heart Disease,Percent (%),7.1,7,7.3,Gender,Male,T4,BOC02,GEN01
2008,NE,Nebraska,None,None,None,None,Coronary Heart Disease,Percent (%),9.6,7.5,11.6,Race,Other,T4,BOC04,RAC07
2010,US,United States,None,None,None,None,Coronary Heart Disease,Percent (%),7.4,7.4,7.5,Gender,Male,T4,BOC02,GEN01
2008,CT,Connecticut,None,None,None,None,Coronary Heart Disease,Percent (%),5.4,5.2,5.5,Age,75+,T4,BOC03,AGE08
2011,UT,Utah,None,None,None,None,Coronary Heart Disease,Percent (%),3.4,2.3,4.5,Race,Other,T4,BOC04,RAC07
2008,KS,Kansas,None,None,None,None,Coronary Heart Disease,Percent (%),5.1,5,5.3,Gender,Female,T4,BOC02,GEN02
2009,ND,North Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),8.2,7.8,8.5,Race,Non-Hispanic White,T4,BOC04,RAC01
2010,WY,Wyoming,None,None,None,None,Coronary Heart Disease,Percent (%),5.7,5.3,6.1,Overall,Overall,T4,BOC01,OVR01
2008,DE,Delaware,None,None,None,None,Coronary Heart Disease,Percent (%),6.6,6.4,6.9,Overall,Overall,T4,BOC01,OVR01
2010,SD,South Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),4,0,11.7,Race,Hispanic,T4,BOC04,RAC04
2010,TX,Texas,None,None,None,None,Coronary Heart Disease,Percent (%),4.8,4.6,5,Race,Hispanic,T4,BOC04,RAC04
2011,MD,Maryland,None,None,None,None,Coronary Heart Disease,Percent (%),5.5,4.1,6.8,Race,Hispanic,T4,BOC04,RAC04
2009,NH,New Hampshire,None,None,None,None,Coronary Heart Disease,Percent (%),9.3,2.7,15.9,Race,Hispanic,T4,BOC04,RAC04
2011,NH,New Hampshire,None,None,None,None,Coronary Heart Disease,Percent (%),5.5,5.3,5.7,Overall,Overall,T4,BOC01,OVR01
2011,SD,South Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),6.2,5,7.3,Race,Other,T4,BOC04,RAC07
2009,TN,Tennessee,None,None,None,None,Coronary Heart Disease,Percent (%),6.3,6.1,6.4,Race,Non-Hispanic White,T4,BOC04,RAC01
2008,WY,Wyoming,None,None,None,None,Coronary Heart Disease,Percent (%),5.8,1.6,9.9,Race,Hispanic,T4,BOC04,RAC04
2007,NH,New Hampshire,None,None,None,None,Coronary Heart Disease,Percent (%),1.7,0,5.1,Race,Hispanic,T4,BOC04,RAC04
2010,ME,Maine,None,None,None,None,Coronary Heart Disease,Percent (%),6.5,3.9,9.1,Race,Other,T4,BOC04,RAC07
2007,IN,Indiana,None,None,None,None,Coronary Heart Disease,Percent (%),8,6.7,9.3,Race,Other,T4,BOC04,RAC07
2007,IA,Iowa,None,None,None,None,Coronary Heart Disease,Percent (%),10.9,10.6,11.2,Gender,Male,T4,BOC02,GEN01
2009,WV,West Virginia,None,None,None,None,Coronary Heart Disease,Percent (%),7.4,7.2,7.5,Race,Non-Hispanic White,T4,BOC04,RAC01
2007,NE,Nebraska,None,None,None,None,Coronary Heart Disease,Percent (%),7.8,4.3,11.4,Race,Hispanic,T4,BOC04,RAC04
2010,WI,Wisconsin,None,None,None,None,Coronary Heart Disease,Percent (%),4.4,4.2,4.5,Gender,Female,T4,BOC02,GEN02
2007,SC,South Carolina,None,None,None,None,Coronary Heart Disease,Percent (%),5.6,5.4,5.8,Race,Non-Hispanic Black,T4,BOC04,RAC02
2010,NE,Nebraska,None,None,None,None,Coronary Heart Disease,Percent (%),7.8,7.4,8.1,Gender,Male,T4,BOC02,GEN01
2011,KY,Kentucky,None,None,None,None,Coronary Heart Disease,Percent (%),5.1,4.9,5.2,Gender,Female,T4,BOC02,GEN02
2007,KS,Kansas,None,None,None,None,Coronary Heart Disease,Percent (%),9,8.7,9.3,Age,65+,T4,BOC03,AGE06
2009,AZ,Arizona,None,None,None,None,Coronary Heart Disease,Percent (%),7.6,7.3,7.8,Age,65+,T4,BOC03,AGE06
2007,NH,New Hampshire,None,None,None,None,Coronary Heart Disease,Percent (%),5.3,5,5.6,Gender,Female,T4,BOC02,GEN02
2008,TN,Tennessee,None,None,None,None,Coronary Heart Disease,Percent (%),6.4,6.3,6.5,Overall,Overall,T4,BOC01,OVR01
2007,TN,Tennessee,None,None,None,None,Coronary Heart Disease,Percent (%),8.6,8.4,8.8,Age,65+,T4,BOC03,AGE06
2007,LA,Louisiana,None,None,None,None,Coronary Heart Disease,Percent (%),5.7,5.6,5.9,Age,75+,T4,BOC03,AGE08
2011,NV,Nevada,None,None,None,None,Coronary Heart Disease,Percent (%),4.5,4.3,4.8,Age,75+,T4,BOC03,AGE08
2009,US,United States,None,None,None,None,Coronary Heart Disease,Percent (%),4.6,4.6,4.6,Race,Non-Hispanic Black,T4,BOC04,RAC02
2010,NY,New York,None,None,None,None,Coronary Heart Disease,Percent (%),7.2,7.1,7.4,Age,65+,T4,BOC03,AGE06
2008,MI,Michigan,None,None,None,None,Coronary Heart Disease,Percent (%),8,7.3,8.7,Race,Other,T4,BOC04,RAC07
2007,NM,New Mexico,None,None,None,None,Coronary Heart Disease,Percent (%),8.7,8.3,9.1,Age,65+,T4,BOC03,AGE06
2008,OH,Ohio,None,None,None,None,Coronary Heart Disease,Percent (%),7.2,5.6,8.9,Race,Hispanic,T4,BOC04,RAC04
2007,UT,Utah,None,None,None,None,Coronary Heart Disease,Percent (%),10,9.6,10.4,Gender,Male,T4,BOC02,GEN01
2007,IL,Illinois,None,None,None,None,Coronary Heart Disease,Percent (%),5,4.9,5.1,Gender,Female,T4,BOC02,GEN02
2008,DC,"Washington, DC",None,None,None,None,Coronary Heart Disease,Percent (%),4.6,3.9,5.2,Race,Non-Hispanic White,T4,BOC04,RAC01
2010,DE,Delaware,None,None,None,None,Coronary Heart Disease,Percent (%),8.2,3.7,12.6,Race,Hispanic,T4,BOC04,RAC04
2007,NE,Nebraska,None,None,None,None,Coronary Heart Disease,Percent (%),7,5.1,8.9,Race,Other,T4,BOC04,RAC07
2010,OK,Oklahoma,None,None,None,None,Coronary Heart Disease,Percent (%),8,7.8,8.2,Age,65+,T4,BOC03,AGE06
2008,AL,Alabama,None,None,None,None,Coronary Heart Disease,Percent (%),7.6,6.1,9.2,Race,Other,T4,BOC04,RAC07
2008,SC,South Carolina,None,None,None,None,Coronary Heart Disease,Percent (%),5.1,4.9,5.4,Race,Non-Hispanic Black,T4,BOC04,RAC02
2008,MT,Montana,None,None,None,None,Coronary Heart Disease,Percent (%),6,5.7,6.3,Overall,Overall,T4,BOC01,OVR01
2008,MS,Mississippi,None,None,None,None,Coronary Heart Disease,Percent (%),8.7,8.5,9,Gender,Male,T4,BOC02,GEN01
2009,OH,Ohio,None,None,None,None,Coronary Heart Disease,Percent (%),5.3,5.2,5.4,Age,75+,T4,BOC03,AGE08
2008,WY,Wyoming,None,None,None,None,Coronary Heart Disease,Percent (%),4.8,4.4,5.2,Gender,Female,T4,BOC02,GEN02
2008,MA,Massachusetts,None,None,None,None,Coronary Heart Disease,Percent (%),3.8,3.4,4.2,Race,Non-Hispanic Black,T4,BOC04,RAC02
2009,DE,Delaware,None,None,None,None,Coronary Heart Disease,Percent (%),4.8,4.2,5.4,Race,Non-Hispanic Black,T4,BOC04,RAC02
2009,IA,Iowa,None,None,None,None,Coronary Heart Disease,Percent (%),6.7,6.6,6.9,Race,Non-Hispanic White,T4,BOC04,RAC01
2007,NJ,New Jersey,None,None,None,None,Coronary Heart Disease,Percent (%),10,9.4,10.7,Race,Other,T4,BOC04,RAC07
2011,CT,Connecticut,None,None,None,None,Coronary Heart Disease,Percent (%),4.9,3.9,5.9,Race,Hispanic,T4,BOC04,RAC04
2008,CT,Connecticut,None,None,None,None,Coronary Heart Disease,Percent (%),4.5,4.4,4.7,Gender,Female,T4,BOC02,GEN02
2009,ME,Maine,None,None,None,None,Coronary Heart Disease,Percent (%),9.1,8.7,9.4,Gender,Male,T4,BOC02,GEN01
2008,OK,Oklahoma,None,None,None,None,Coronary Heart Disease,Percent (%),8.7,8.5,8.9,Age,65+,T4,BOC03,AGE06
2007,NY,New York,None,None,None,None,Coronary Heart Disease,Percent (%),6.9,6.8,7,Race,Non-Hispanic White,T4,BOC04,RAC01
2011,KS,Kansas,None,None,None,None,Coronary Heart Disease,Percent (%),5.4,5.3,5.6,Overall,Overall,T4,BOC01,OVR01
2008,AR,Arkansas,None,None,None,None,Coronary Heart Disease,Percent (%),9,7.2,10.8,Race,Other,T4,BOC04,RAC07
2011,NJ,New Jersey,None,None,None,None,Coronary Heart Disease,Percent (%),4.8,4.6,5,Race,Non-Hispanic Black,T4,BOC04,RAC02
2011,WY,Wyoming,None,None,None,None,Coronary Heart Disease,Percent (%),6.2,5.6,6.8,Age,65+,T4,BOC03,AGE06
2008,SC,South Carolina,None,None,None,None,Coronary Heart Disease,Percent (%),7.4,7.2,7.5,Race,Non-Hispanic White,T4,BOC04,RAC01
2011,ID,Idaho,None,None,None,None,Coronary Heart Disease,Percent (%),4.8,4.5,5.1,Age,75+,T4,BOC03,AGE08
2007,IL,Illinois,None,None,None,None,Coronary Heart Disease,Percent (%),5.1,4.5,5.6,Race,Hispanic,T4,BOC04,RAC04
2010,ND,North Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),6.9,6.5,7.2,Race,Non-Hispanic White,T4,BOC04,RAC01
2011,AK,Alaska,None,None,None,None,Coronary Heart Disease,Percent (%),6.5,5.9,7.2,Age,65+,T4,BOC03,AGE06
2010,FL,Florida,None,None,None,None,Coronary Heart Disease,Percent (%),5.1,5,5.2,Age,75+,T4,BOC03,AGE08
2007,KS,Kansas,None,None,None,None,Coronary Heart Disease,Percent (%),5.5,5.3,5.7,Gender,Female,T4,BOC02,GEN02
2009,AL,Alabama,None,None,None,None,Coronary Heart Disease,Percent (%),9.1,7.3,10.9,Race,Other,T4,BOC04,RAC07
2009,NY,New York,None,None,None,None,Coronary Heart Disease,Percent (%),4.9,4.8,5,Gender,Female,T4,BOC02,GEN02
2011,VA,Virginia,None,None,None,None,Coronary Heart Disease,Percent (%),3.8,3.7,3.9,Gender,Female,T4,BOC02,GEN02
2008,VT,Vermont,None,None,None,None,Coronary Heart Disease,Percent (%),8.9,8.5,9.4,Overall,Overall,T4,BOC01,OVR01
2010,OH,Ohio,None,None,None,None,Coronary Heart Disease,Percent (%),7.4,7.2,7.5,Gender,Male,T4,BOC02,GEN01
2007,TX,Texas,None,None,None,None,Coronary Heart Disease,Percent (%),6.8,6.7,6.8,Overall,Overall,T4,BOC01,OVR01
2010,WI,Wisconsin,None,None,None,None,Coronary Heart Disease,Percent (%),4,2.5,5.6,Race,Hispanic,T4,BOC04,RAC04
2010,PA,Pennsylvania,None,None,None,None,Coronary Heart Disease,Percent (%),3.5,3.3,3.7,Race,Non-Hispanic Black,T4,BOC04,RAC02
2011,KY,Kentucky,None,None,None,None,Coronary Heart Disease,Percent (%),5.4,5.2,5.5,Age,75+,T4,BOC03,AGE08
2011,NE,Nebraska,None,None,None,None,Coronary Heart Disease,Percent (%),7,6.7,7.3,Gender,Male,T4,BOC02,GEN01
2010,FL,Florida,None,None,None,None,Coronary Heart Disease,Percent (%),6.3,6.2,6.4,Age,65+,T4,BOC03,AGE06
2008,SD,South Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),7.7,0,17.9,Race,Hispanic,T4,BOC04,RAC04
2009,CA,California,None,None,None,None,Coronary Heart Disease,Percent (%),4.9,4.8,5,Age,75+,T4,BOC03,AGE08
